,ESPECIE,SEXO,HABITAT,PESO_g,TAMANHO_cm,BICO_mm,ASA_cm
20481,ARARA AZUL,FEMEA,MARAJO,,85.428,86.398,34.766
20482,ANAMBE,MACHO,MOSQUEIRO,70.612,19.127,16.408,15.186
20483,ANAMBE,MACHO,MOSQUEIRO,73.029,20.156,14.905,12.23
20484,ANAMBE,MACHO,MOSQUEIRO,76.964,20.56,14.735,14.747
20485,ANAMBE,FEMEA,MOSQUEIRO,67.278,15.964,12.631,16.311
20486,ANAMBE,MACHO,,93.281,19.56,14.27,14.245
20487,PICA-PAU,FEMEA,MOSQUEIRO,56.915,,20.111,10.764
20488,ANAMBE,FEMEA,MOSQUEIRO,71.58,15.085,12.253,12.745
20489,ANAMBE,FEMEA,MOSQUEIRO,71.275,18.87,11.093,10.919
20490,ANANBE,MACHO,MOSQUEIRO,76.467,21.757,13.796,13.471
20491,ARARA AZUL,MACHO,MARAJO,1340.975,96.36,99.608,43.432
20492,ANAMBE,FEMEA,MOSQUEIRO,66.915,17.873,14.376,16.922
20493,ARARA AZUL,MACHO,MARAJO,1070.17,110.039,105.038,35.975
20494,ARARA AZUL,FEMEA,MARAJO,1135.532,91.208,88.637,33.324
20495,ANAMBE,FEMEA,,73.604,19.86,16.003,11.119
20496,ARARA AZUL,MACHO,MARAJO,1500.262,97.834,100.673,37.651
20497,ARARA AZUL,MACHO,MARAJO,1365.527,94.646,91.624,34.47
20498,ANAMBE,MACHO,MOSQUEIRO,82.467,18.581,15.426,13.821
20499,PICA-PAU,FEMEA,MOSQUEIRO,56.499,21.226,22.112,10.21
20500,PICA-PAU,MACHO,MOSQUEIRO,61.328,23.432,25.074,12.135
20501,ARARA AZUL,FEMEA,MARAJO,1353.662,88.226,82.144,30.528
20502,ARARA AZUL,FEMEA,MARAJO,810.641,87.624,91.439,29.13
20503,ARARA AZUL,FEMEA,MARAJO,1065.185,91.662,84.014,34.731
20504,ARARA AZUL,FEMEA,MARAJO,1107.829,96.481,89.996,30.587
20505,ARARA AZUL,MACHO,MARAJO,1260.568,105.972,109.913,39.051
20506,PICA-PAU,FEMEA,MOSQUEIRO,62.212,19.715,24.156,10.223
20507,ARARA AZUL,FEMEA,MARAJO,1043.455,87.342,88.408,38.589
20508,PICA-PAU,FEMEA,MOSQUEIRO,48.042,19.415,20.596,10.135
20509,ANAMBE,MACHO,MOSQUEIRO,84.705,24.861,16.119,11.693
20510,ANAMBE,MACHO,MOSQUEIRO,86.23,20.314,14.834,14.074
20511,ANAMBE,MACHO,MOSQUEIRO,76.351,24.34,14.019,11.208
20512,PICA-PAU,FEMEA,MOSQUEIRO,59.369,20.452,20.48,10.985
20513,ARARA AZUL,MACHO,MARAJO,1521.977,98.257,94.112,38.248
20514,PICA-PAU,FEMEA,MOSQUEIRO,55.005,20.759,20.439,11.158
20515,ANAMBE,FEMEA,MARAJO,74.773,18.328,14.265,12.007
20516,PICA-PAU,FEMEA,MOSQUEIRO,48.92,21.362,21.878,10.642
20517,ANAMBE,FEMEA,MOSQUEIRO,75.182,17.747,10.724,15.695
20518,ANAMBE,FEMEA,MOSQUEIRO,69.042,16.89,12.197,14.467
20519,ARARA AZUL,MACHO,MARAJO,1597.097,110.443,109.485,42.256
20520,ARARA AZUL,FEMEA,MARAJO,988.229,81.738,84.673,31.262
20521,ANAMBE,FEMEA,MARAJO,81.905,20.524,13.678,13.816
20522,ANAMBE,FEMEA,MOSQUEIRO,67.455,17.999,14.293,13.994
20523,PICA-PAU,MACHO,MOSQUEIRO,61.403,24.173,24.485,12.853
20524,PICA-PAU,MACHO,MOSQUEIRO,69.353,25.475,23.103,12.698
20525,ANAMBE,FEMEA,MARAJO,75.256,16.968,16.05,11.104
20526,ANAMBE,FEMEA,MOSQUEIRO,58.122,17.008,12.324,15.146
20527,ARARA AZUL,FEMEA,MARAJO,1083.614,99.13,91.087,35.305
20528,ARARA AZUL,MACHO,MARAJO,1414.941,102.745,99.013,41.361
20529,ARARA AZUL,MACHO,MARAJO,1376.124,88.541,97.127,37.387
20530,ANAMBE,MACHO,MOSQUEIRO,83.501,25.921,14.123,13.581
20531,ANAMBE,MACHO,,85.13,25.538,18.826,13.488
20532,PICA-PAU,FEMEA,MOSQUEIRO,60.216,21.287,18.857,8.721
20533,ARARA AZUL,MACHO,MARAJO,1291.891,98.543,96.819,43.008
20534,ANAMBE,MACHO,MARAJO,89.298,20.704,16.584,14.519
20535,PICA-PAU,MACHO,MOSQUEIRO,67.019,22.153,23.045,12.438
20536,ARARA AZUL,FEMEA,MARAJO,956.772,81.475,86.003,30.016
20537,ANAMBE,FEMEA,MOSQUEIRO,68.932,,13.941,14.522
20538,ARARA AZUL,FEMEA,MARAJO,1292.371,91.307,85.19,36.83
20539,ARARA AZUL,MACHO,MARAJO,1726.073,98.575,96.764,40.306
20540,ARARA AZUL,FEMEA,MARAJO,1134.064,94.488,91.298,32.853
20541,ANAMBE,FEMEA,MOSQUEIRO,77.157,16.762,11.984,14.155
20542,ARARA AZUL,MACHO,MARAJO,1611.463,101.116,99.836,43.877
20543,PICA-PAU,MACHO,MOSQUEIRO,63.991,23.425,24.879,9.71
20544,PICA-PAU,FEMEA,MOSQUEIRO,48.523,18.527,18.762,9.687
20545,ANAMBE,MACHO,MOSQUEIRO,76.751,23.375,15.012,12.514
20546,ANAMBE,MACHO,MOSQUEIRO,83.544,20.343,15.884,9.632
20547,ANAMBE,FEMEA,MOSQUEIRO,68.267,20.917,12.586,16.192
20548,ARARA AZUL,FEMEA,MARAJO,958.467,89.076,80.252,31.222
20549,ARARA AZUL,FEMEA,MARAJO,,82.666,87.59,35.246
20550,PICA-PAU,FEMEA,MOSQUEIRO,55.632,18.544,23.021,10.692
20551,ARARA AZUL,FEMEA,MARAJO,973.27,91.589,95.292,33.428
20552,PICA-PAU,FEMEA,MOSQUEIRO,53.415,19.977,20.281,10.52
20553,ANAMBE,FEMEA,MOSQUEIRO,71.687,16.505,12.033,13.404
20554,ARARA AZUL,FEMEA,MARAJO,1222.117,90.387,90.796,34.933
20555,ANAMBE,MACHO,MOSQUEIRO,74.797,25.123,14.561,13.553
20556,PICA-PAU,FEMEA,MOSQUEIRO,55.946,19.575,21.865,11.449
20557,ARARA AZUL,FEMEA,MARAJO,888.98,85.341,88.956,34.434
20558,ANAMBE,FEMEA,MOSQUEIRO,77.876,19.238,13.713,15.222
20559,PICA-PAU,FEMEA,MOSQUEIRO,46.411,21.635,22.571,9.804
20560,ANAMBE,FEMEA,MARAJO,69.089,15.383,14.318,12.185
20561,ANAMBE,FEMEA,MOSQUEIRO,66.605,19.72,12.922,15.864
20562,ANAMBE,FEMEA,MOSQUEIRO,77.394,14.743,13.974,11.176
20563,ANAMBE,MACHO,MOSQUEIRO,73.396,19.636,15.425,15.501
20564,ANAMBE,MACHO,MOSQUEIRO,86.885,19.049,15.127,12.845
20565,ANAMBE,MACHO,MOSQUEIRO,72.512,18.938,15.52,15.199
20566,PICA-PAU,FEMEA,MOSQUEIRO,49.508,19.299,22.97,9.667
20567,ANAMBE,MACHO,MOSQUEIRO,86.372,,13.699,13.596
20568,ARARA AZUL,MACHO,MARAJO,1378.235,101.271,96.013,32.893
20569,ARARA AZUL,FEMEA,MARAJO,1080.075,89.295,96.179,33.191
20570,ANAMBE,MACHO,MOSQUEIRO,79.884,24.148,15.444,12.579
20571,PICA-PAU,MACHO,MOSQUEIRO,61.745,20.491,27.976,10.48
20572,PICA-PAU,FEMEA,MOSQUEIRO,52.55,19.984,21.147,10.281
20573,ARARA AZUL,FEMEA,MARAJO,1034.719,90.255,87.358,29.487
20574,PICA-PAU,FEMEA,MOSQUEIRO,46.47,20.022,23.64,10.056
20575,ARARA AZUL,FEMEA,MARAJO,1320.914,90.461,87.766,29.081
20576,ANAMBE,MACHO,MOSQUEIRO,76.46,20.461,13.475,10.872
20577,PICA-PAU,MACHO,MOSQUEIRO,66.364,21.455,24.907,10.779
20578,PICA-PAU,FEMEA,MOSQUEIRO,54.426,20.447,24.173,10.178
20579,ANAMBE,FEMEA,MOSQUEIRO,71.1,17.933,11.745,14.934
20580,ARARA AZUL,MACHO,MARAJO,1335.349,95.688,100.846,40.006
20581,ANAMBE,MACHO,MARAJO,82.305,21.414,16.774,13.689
20582,ARARA AZUL,FEMEA,MARAJO,1396.397,89.832,87.198,31.987
20583,ANAMBE,MACHO,MOSQUEIRO,78.233,18.736,15.271,13.572
20584,ANAMBE,FEMEA,MOSQUEIRO,66.237,16.824,12.442,14.093
20585,ARARA AZUL,MACHO,MARAJO,1535.368,101.646,102.402,38.043
20586,ARARA AZUL,MACHO,MARAJO,1394.164,103.795,103.106,39.838
20587,ARARA AZUL,MACHO,MARAJO,1231.458,,101.759,37.441
20588,ANAMBE,MACHO,MOSQUEIRO,83.84,19.209,16.145,14.443
20589,ANAMBE,FEMEA,MOSQUEIRO,85.453,18.453,12.928,12.077
20590,ANAMBE,FEMEA,MARAJO,66.175,18.861,14.686,11.916
20591,PICA-PAU,FEMEA,MOSQUEIRO,58.361,21.032,20.221,8.686
20592,ANAMBE,FEMEA,MOSQUEIRO,72.257,17.987,14.011,15.044
20593,ANAMBE,MACHO,MARAJO,84.836,21.545,16.347,14.59
20594,ANAMBE,FEMEA,MOSQUEIRO,64.707,15.834,12.964,14.261
20595,ANAMBE,MACHO,MOSQUEIRO,,21.199,14.506,13.581
20596,ANAMBE,MACHO,MOSQUEIRO,79.045,23.671,15.187,11.898
20597,PICA-PAU,FEMEA,MOSQUEIRO,46.963,20.891,20.324,10.908
20598,PICA-PAU,FEMEA,MOSQUEIRO,56.26,21.698,22.23,8.827
20599,ANAMBE,FEMEA,MARAJO,67.862,17.984,15.166,14.168
20600,ARARA AZUL,FEMEA,MARAJO,895.774,94.426,83.961,28.019
20601,ARARA AZUL,MACHO,MARAJO,1433.382,100.193,98.821,41.218
20602,ARARA AZUL,MACHO,MARAJO,1591.551,95.165,97.556,38.435
20603,ANAMBE,FEMEA,MOSQUEIRO,64.319,16.984,12.1,11.456
20604,ARARA AZUL,MACHO,MARAJO,1480.211,98.512,96.298,35.751
20605,ANAMBE,FEMEA,MOSQUEIRO,72.095,20.613,12.466,12.313
20606,ARARA AZUL,MACHO,MARAJO,1497.043,92.849,98.575,39.557
20607,ANAMBE,FEMEA,MOSQUEIRO,67.831,17.308,14.136,13.938
20608,ARARA AZUL,FEMEA,MARAJO,1258.878,88.695,92.917,28.883
20609,ANAMBE,MACHO,MOSQUEIRO,83.577,17.139,15.283,12.775
20610,ANAMBE,FEMEA,MARAJO,59.12,20.909,13.531,10.235
20611,ARARA AZUL,MACHO,MARAJO,1380.397,98.836,103.229,39.056
20612,PICA-PAU,FEMEA,MOSQUEIRO,63.046,19.604,22.677,9.722
20613,ANAMBE,MACHO,MOSQUEIRO,77.837,19.336,15.113,13.334
20614,ARARA AZUL,FEMEA,MARAJO,1083.919,89.504,92.26,32.763
20615,ARARA AZUL,MACHO,MARAJO,1341.431,110.156,96.509,37.19
20616,PICA-PAU,FEMEA,MOSQUEIRO,54.648,19.852,22.254,10.085
20617,ARARA AZUL,MACHO,MARAJO,1442.334,103.205,93.005,38.891
20618,ANAMBE,MACHO,MOSQUEIRO,75.632,19.697,14.552,13.151
20619,ANAMBE,FEMEA,MOSQUEIRO,65.366,18.428,12.298,13.683
20620,ANAMBE,MACHO,MOSQUEIRO,78.973,17.733,15.209,13.269
20621,ANAMBE,MACHO,MARAJO,88.426,21.38,16.7,14.761
20622,ANAMBE,FEMEA,MARAJO,75.456,22.287,14.918,10.193
20623,ARARA AZUL,MACHO,MARAJO,1393.549,100.488,100.791,30.919
20624,ANAMBE,MACHO,MOSQUEIRO,84.322,21.565,16.335,13.291
20625,PICA-PAU,FEMEA,MOSQUEIRO,55.54,19.963,21.839,9.865
20626,ARARA AZUL,MACHO,MARAJO,1355.316,101.658,96.879,36.626
20627,ARARA AZUL,FEMEA,MARAJO,1014.035,99.333,87.268,36.593
20628,ARARA AZUL,FEMEA,MARAJO,1018.206,93.048,97.677,35.217
20629,ANAMBE,MACHO,MARAJO,88.364,26.81,19.112,11.995
20630,PICA-PAU,MACHO,MOSQUEIRO,65.437,21.936,26.829,12.333
20631,ANAMBE,MACHO,MARAJO,85.922,19.937,17.456,13.883
20632,ANAMBE,MACHO,MOSQUEIRO,79.786,20.871,16.421,12.823
20633,PICA-PAU,MACHO,MOSQUEIRO,68.385,20.359,22.454,13.666
20634,PICA-PAU,FEMEA,MOSQUEIRO,56.022,19.935,23.269,10.123
20635,ARARA AZUL,MACHO,MARAJO,1502.41,108.217,104.481,41.532
20636,ANANBE,FEMEA,MARAJO,67.027,17.917,16.666,12.847
20637,ANAMBE,FEMEA,MOSQUEIRO,67.659,17.501,12.219,13.884
20638,ARARA AZUL,FEMEA,MARAJO,1139.945,94.041,94.152,28.903
20639,ARARA AZUL,FEMEA,MARAJO,1168.094,94.175,84.905,25.999
20640,ANAMBE,MACHO,MOSQUEIRO,82.992,19.508,15.494,12.509
20641,ARARA AZUL,MACHO,MARAJO,1690.052,109.359,98.552,36.484
20642,PICA-PAU,FEMEA,MOSQUEIRO,54.589,20.776,24.794,9.945
20643,ANAMBE,MACHO,MOSQUEIRO,80.65,23.925,15.55,13.245
20644,ANAMBE,FEMEA,MOSQUEIRO,71.386,17.327,11.297,13.259
20645,ANAMBE,MACHO,MOSQUEIRO,80.459,20.048,15.222,13.423
20646,PICA-PAU,MACHO,MOSQUEIRO,61.088,20.907,23.818,11.494
20647,PICA-PAU,MACHO,MOSQUEIRO,60.735,21.894,25.545,14.269
20648,ANAMBE,FEMEA,MOSQUEIRO,79.332,17.082,13.731,12.515
20649,ANAMBE,FEMEA,MOSQUEIRO,65.674,16.486,13.17,17.547
20650,ANAMBE,FEMEA,MOSQUEIRO,72.958,18.341,14.368,11.154
20651,PICA-PAU,FEMEA,MOSQUEIRO,51.639,25.303,23.473,9.447
20652,ARARA AZUL,MACHO,MARAJO,1264.751,92.756,95.434,39.52
20653,ANAMBE,FEMEA,MOSQUEIRO,60.175,18.733,13.424,11.175
20654,PICA-PAU,FEMEA,MOSQUEIRO,66.257,18.395,22.816,9.697
20655,ANAMBE,MACHO,MOSQUEIRO,73.654,19.852,15.099,14.58
20656,ANAMBE,FEMEA,MARAJO,80.378,17.578,16.083,11.127
20657,ANAMBE,MACHO,MOSQUEIRO,80.838,19.557,15.167,11.139
20658,PICA-PAU,FEMEA,MOSQUEIRO,49.889,19.614,25.534,9.187
20659,ARARA AZUL,MACHO,MARAJO,1754.83,92.661,102.245,37.455
20660,PICA-PAU,FEMEA,MOSQUEIRO,49.45,18.93,24.139,12.955
20661,PICA-PAU,MACHO,MOSQUEIRO,63.269,22.12,25.292,12.379
20662,ARARA AZUL,MACHO,MARAJO,1239.047,93.35,100.531,35.466
20663,ANAMBE,FEMEA,MOSQUEIRO,65.094,18.576,12.479,11.528
20664,PICA-PAU,FEMEA,MOSQUEIRO,56.521,20.472,20.144,10.6
20665,ARARA AZUL,FEMEA,MARAJO,1350.126,84.362,93.67,25.741
20666,ARARA AZUL,MACHO,MARAJO,1160.979,95.393,95.462,36.75
20667,ARARA AZUL,MACHO,MARAJO,1435.118,94.15,89.995,46.604
20668,ANAMBE,MACHO,MOSQUEIRO,80.196,19.243,15.316,11.187
20669,ANAMBE,FEMEA,MARAJO,77.907,19.669,15.572,11.727
20670,ANAMBE,FEMEA,MOSQUEIRO,66.054,18.88,12.631,10.32
20671,ANAMBE,MACHO,MOSQUEIRO,78.018,18.073,13.886,13.124
20672,PICA-PAU,MACHO,MOSQUEIRO,68.626,23.018,28.242,11.472
20673,ANAMBE,FEMEA,MOSQUEIRO,75.287,,11.671,13.187
20674,ANAMBE,FEMEA,MOSQUEIRO,69.353,18.51,13.582,16.348
20675,ANAMBE,MACHO,MARAJO,79.506,22.824,16.836,15.154
20676,ANAMBE,MACHO,MARAJO,92.151,26.288,17.398,14.599
20677,ANAMBE,FEMEA,MARAJO,69.161,20.798,15.439,11.733
20678,ARARA AZUL,MACHO,MARAJO,1360.33,90.814,111.735,35.841
20679,ARARA AZUL,FEMEA,MARAJO,876.48,85.307,91.227,33.11
20680,ARARA AZUL,MACHO,MARAJO,1365.195,97.11,100.885,37.628
20681,ANAMBE,FEMEA,MOSQUEIRO,78.549,17.669,11.175,11.506
20682,ANAMBE,FEMEA,MARAJO,72.039,20.811,14.682,13.194
20683,ANAMBE,MACHO,MARAJO,88.017,20.655,17.44,15.768
20684,ANAMBE,FEMEA,MARAJO,65.865,16.565,15.956,13.588
20685,ANAMBE,FEMEA,MARAJO,75.441,18.074,14.633,10.568
20686,ARARA AZUL,MACHO,MARAJO,1341.358,100.674,97.551,46.587
20687,PICA-PAU,MACHO,MOSQUEIRO,66.154,25.997,25.053,11.472
20688,ARARA AZUL,MACHO,MARAJO,1489.795,93.532,106.514,30.014
20689,ANAMBE,MACHO,MARAJO,88.466,22.934,17.286,12.52
20690,ANAMBE,MACHO,MOSQUEIRO,74.409,20.5,16.122,13.135
20691,PICA-PAU,FEMEA,MOSQUEIRO,55.472,24.549,22.67,9.311
20692,ANAMBE,MACHO,MARAJO,84.19,22.705,16.571,13.365
20693,ARARA AZUL,MACHO,MARAJO,1437.667,97.883,94.963,39.142
20694,ANAMBE,MACHO,MARAJO,87.865,22.006,17.837,12.982
20695,ANAMBE,MACHO,MOSQUEIRO,75.174,17.788,13.879,12.927
20696,ANAMBE,FEMEA,MOSQUEIRO,67.459,18.259,13.332,12.827
20697,PICA-PAU,MACHO,MOSQUEIRO,61.86,21.574,26.059,11.079
20698,PICA-PAU,MACHO,MOSQUEIRO,57.544,23.11,25.381,12.217
20699,ANAMBE,MACHO,MOSQUEIRO,89.827,18.948,16.267,14.176
20700,ANAMBE,MACHO,MOSQUEIRO,79.41,19.302,14.102,13.995
20701,ARARA AZUL,FEMEA,MARAJO,1378.127,90.338,94.247,33.272
20702,PICA-PAU,FEMEA,MOSQUEIRO,52.32,20.463,22.723,10.691
20703,ANAMBE,FEMEA,MOSQUEIRO,65.417,18.123,11.338,13.909
20704,ANAMBE,MACHO,MOSQUEIRO,86.769,18.607,16.751,11.846
20705,PICA-PAU,FEMEA,MOSQUEIRO,53.421,18.258,21.15,9.571
20706,ARARA AZUL,MACHO,MARAJO,1238.081,94.733,99.231,38.298
20707,ANAMBE,FEMEA,MOSQUEIRO,77.811,18.686,12.953,12.269
20708,ANAMBE,MACHO,MOSQUEIRO,78.396,20.776,15.449,12.398
20709,PICA-PAU,MACHO,MOSQUEIRO,71.665,21.426,26.172,11.874
20710,ANAMBE,FEMEA,MOSQUEIRO,62.287,14.608,13.783,14.159
20711,ANAMBE,MACHO,MOSQUEIRO,82.19,21.198,16.423,14.254
20712,ANAMBE,MACHO,MOSQUEIRO,82.069,18.225,12.989,15.548
20713,ARARA AZUL,MACHO,MARAJO,1388.593,100.398,91.945,44.899
20714,ARARA AZUL,MACHO,MARAJO,1282.819,97.148,98.591,32.394
20715,ANAMBE,FEMEA,MOSQUEIRO,62.716,19.08,13.415,13.152
20716,PICA-PAU,MACHO,MOSQUEIRO,63.15,23.3,23.483,11.852
20717,ANAMBE,FEMEA,MARAJO,74.37,18.909,13.48,11.479
20718,ANAMBE,FEMEA,MOSQUEIRO,61.442,16.56,13.118,15.61
20719,ANAMBE,FEMEA,MOSQUEIRO,67.036,18.341,14.92,14.283
20720,PICA-PAU,FEMEA,MOSQUEIRO,59.307,19.345,21.395,9.406
20721,ARARA AZUL,FEMEA,MARAJO,1010.825,82.557,85.81,31.127
20722,ANAMBE,FEMEA,MARAJO,68.259,19.361,16.244,12.905
20723,ARARA AZUL,MACHO,MARAJO,1660.32,97.837,104.857,43.035
20724,ARARA AZUL,FEMEA,MARAJO,900.932,86.322,89.334,27.946
20725,PICA-PAU,FEMEA,MOSQUEIRO,57.651,23.701,21.563,8.827
20726,ANAMBE,FEMEA,MOSQUEIRO,67.037,17.484,12.982,12.912
20727,ANAMBE,FEMEA,MOSQUEIRO,65.192,16.355,13.687,14.55
20728,ARARA AZUL,FEMEA,MARAJO,1103.365,97.703,94.351,30.034
20729,ANAMBE,FEMEA,MOSQUEIRO,73.95,16.037,13.582,15.135
20730,ANAMBE,FEMEA,MOSQUEIRO,67.892,17.445,13.388,15.529
20731,ANAMBE,FEMEA,MOSQUEIRO,62.305,16.664,11.899,11.535
20732,ARARA AZUL,FEMEA,MARAJO,1066.526,87.541,92.231,33.202
20733,ANAMBE,MACHO,MOSQUEIRO,77.95,21.808,15.336,12.013
20734,ANAMBE,FEMEA,MOSQUEIRO,71.477,16.338,12.484,12.667
20735,PICA-PAU,FEMEA,MOSQUEIRO,62.909,20.558,22.006,9.988
20736,ANAMBE,FEMEA,MOSQUEIRO,70.525,17.896,14.14,11.095
20737,ARARA AZUL,FEMEA,MARAJO,1058.174,87.84,93.553,33.312
20738,PICA-PAU,FEMEA,MOSQUEIRO,46.154,22.521,22.479,10.442
20739,PICA-PAU,MACHO,MOSQUEIRO,67.973,23.544,25.165,13.886
20740,ARARA AZUL,FEMEA,MARAJO,1308.369,100.488,85.599,35.425
20741,ARARA AZUL,MACHO,MARAJO,1253.469,98.911,92.66,39.787
20742,ANAMBE,MACHO,MOSQUEIRO,75.123,23.928,15.183,11.848
20743,ANAMBE,MACHO,MARAJO,77.452,22.178,17.907,14.45
20744,ARARA AZUL,FEMEA,MARAJO,919.791,91.182,97.012,29.351
20745,PICA-PAU,MACHO,MOSQUEIRO,67.926,22.008,23.947,12.077
20746,PICA-PAU,FEMEA,MOSQUEIRO,48.013,20.625,22.218,10.126
20747,ARARA AZUL,MACHO,MARAJO,1497.567,98.141,102.231,35.897
20748,ANAMBE,MACHO,MOSQUEIRO,85.972,18.139,13.548,14.202
20749,ARARA AZUL,MACHO,MARAJO,1306.668,110.913,98.943,35.309
20750,ANAMBE,FEMEA,MOSQUEIRO,58.675,19.857,13.611,13.35
20751,ANAMBE,MACHO,MOSQUEIRO,85.291,20.686,16.599,13.467
20752,PICA-PAU,FEMEA,MOSQUEIRO,54.8,20.476,19.461,8.633
20753,PICA-PAU,FEMEA,MOSQUEIRO,55.628,19.361,21.677,11.351
20754,ARARA AZUL,MACHO,MARAJO,1082.23,95.68,104.579,38.911
20755,PICA-PAU,FEMEA,MOSQUEIRO,62.092,20.453,22.059,9.266
20756,ARARA AZUL,MACHO,MARAJO,1331.242,106.62,98.541,33.439
20757,PICA-PAU,FEMEA,MOSQUEIRO,60.263,20.349,23.642,8.622
20758,ANAMBE,MACHO,MOSQUEIRO,83.457,19.461,14.309,13.43
20759,ARARA AZUL,MACHO,MARAJO,1231.838,95.405,102.328,36.842
20760,ARARA AZUL,FEMEA,MARAJO,1073.507,93.46,89.137,32.825
20761,ARARA AZUL,FEMEA,MARAJO,1146.173,86.61,85.945,31.838
20762,ARARA AZUL,MACHO,MARAJO,1274.806,95.89,99.196,39.623
20763,ANANBE,FEMEA,MOSQUEIRO,62.874,19.186,12.933,9.28
20764,PICA-PAU,FEMEA,MOSQUEIRO,53.781,21.911,24.175,9.451
20765,ANAMBE,MACHO,MARAJO,87.154,24.634,16.915,15.636
20766,ARARA AZUL,FEMEA,MARAJO,1292.156,85.969,89.641,31.206
20767,ANAMBE,MACHO,MARAJO,87.509,21.124,17.259,12.439
20768,ANAMBE,MACHO,MOSQUEIRO,89.336,19.794,15.985,11.534
20769,ARARA AZUL,FEMEA,MARAJO,1144.486,91.901,84.68,32.49
20770,ANAMBE,MACHO,MOSQUEIRO,72.591,22.914,15.633,11.986
20771,ANAMBE,MACHO,MOSQUEIRO,78.632,17.056,13.454,12.802
20772,PICA-PAU,MACHO,MOSQUEIRO,64.147,22.501,26.956,11.387
20773,ANAMBE,MACHO,MARAJO,83.124,23.215,16.16,14.821
20774,ARARA AZUL,MACHO,MARAJO,1475.601,105.808,95.862,34.523
20775,ARARA AZUL,MACHO,MARAJO,1471.41,96.522,97.959,38.353
20776,ANAMBE,MACHO,MOSQUEIRO,67.996,24.133,13.652,14.164
20777,ANAMBE,MACHO,MARAJO,91.184,24.18,15.72,12.73
20778,ARARA AZUL,FEMEA,MARAJO,1270.008,92.138,82.264,32.54
20779,ARARA AZUL,MACHO,MARAJO,1489.848,96.725,104.387,37.045
20780,ANAMBE,FEMEA,MOSQUEIRO,69.113,17.372,12.694,11.682
20781,ARARA AZUL,MACHO,MARAJO,1174.056,109.968,101.362,37.574
20782,ANAMBE,MACHO,MOSQUEIRO,82.343,21.502,14.164,12.095
20783,ARARA AZUL,FEMEA,MARAJO,1329.225,92.279,85.912,32.662
20784,ANAMBE,FEMEA,MOSQUEIRO,75.781,14.799,11.526,12.098
20785,PICA-PAU,FEMEA,MOSQUEIRO,58.019,20.965,22.892,11.668
20786,PICA-PAU,MACHO,MOSQUEIRO,71.187,20.721,25.274,11.93
20787,ARARA AZUL,MACHO,MARAJO,1445.223,100.458,101.328,41.442
20788,ARARA AZUL,FEMEA,MARAJO,1052.036,98.027,95.485,35.123
20789,ANAMBE,FEMEA,MOSQUEIRO,75.287,13.679,12.894,11.661
20790,ANAMBE,MACHO,MOSQUEIRO,77.41,19.005,14.832,11.594
20791,ARARA AZUL,FEMEA,MARAJO,909.313,87.59,93.952,32.481
20792,ANAMBE,MACHO,MOSQUEIRO,83.99,18.193,15.071,13.192
20793,ANAMBE,MACHO,MOSQUEIRO,75.234,18.846,12.114,12.609
20794,PICA-PAU,FEMEA,MOSQUEIRO,58.178,20.372,20.389,10.752
20795,ANAMBE,FEMEA,MOSQUEIRO,69.064,19.971,14.578,18.43
20796,ARARA AZUL,FEMEA,MARAJO,1078.728,96.363,101.951,30.789
20797,ARARA AZUL,MACHO,MARAJO,1424.722,110.33,95.521,40.323
20798,PICA-PAU,FEMEA,MOSQUEIRO,52.819,18.253,22.117,8.852
20799,ANAMBE,MACHO,MOSQUEIRO,63.232,20.002,15.007,12.973
20800,ARARA AZUL,FEMEA,MARAJO,,100.777,88.317,30.701
20801,ANAMBE,MACHO,MOSQUEIRO,83.967,24.81,14.187,13.182
20802,ARARA AZUL,FEMEA,MARAJO,1468.568,93.166,92.39,34.679
20803,ANAMBE,FEMEA,MOSQUEIRO,62.95,15.681,13.289,14.599
20804,ANAMBE,FEMEA,MARAJO,79.115,20.421,15.429,8.929
20805,ARARA AZUL,MACHO,MARAJO,1441.02,107.679,98.148,41.867
20806,PICA-PAU,MACHO,MOSQUEIRO,62.356,21.414,24.766,12.003
20807,ANAMBE,FEMEA,MOSQUEIRO,72.274,16.597,12.846,14.529
20808,ANAMBE,MACHO,MOSQUEIRO,72.651,18.867,16.811,13.944
20809,ANAMBE,MACHO,MARAJO,89.026,19.836,17.982,14.733
20810,ANANBE,FEMEA,MARAJO,73.77,18.735,14.101,13.278
20811,PICA-PAU,MACHO,MOSQUEIRO,56.594,21.737,24.328,12.189
20812,ARARA AZUL,FEMEA,MARAJO,1018.045,100.561,94.174,30.411
20813,ANAMBE,MACHO,MARAJO,80.228,23.991,17.274,13.371
20814,ANAMBE,FEMEA,MOSQUEIRO,71.285,18.239,14.309,14.217
20815,ANAMBE,FEMEA,MOSQUEIRO,66.808,19.335,15.397,12.828
20816,ANAMBE,MACHO,MOSQUEIRO,79.737,20.701,14.13,12.381
20817,ANAMBE,FEMEA,MARAJO,75.731,21.835,14.324,11.237
20818,ANAMBE,FEMEA,MARAJO,72.779,16.97,15.143,13.035
20819,ANAMBE,FEMEA,,65.287,17.198,13.596,13.842
20820,ARARA AZUL,MACHO,MARAJO,1399.175,101.492,98.595,40.582
20821,ANAMBE,MACHO,MARAJO,80.998,21.056,17.512,14.563
20822,PICA-PAU,FEMEA,MOSQUEIRO,54.974,18.657,23.746,11.304
